"No.","Time","Source","Destination","Protocol","Length","Info"
"6556","41.034609","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6557","41.036493","104.44.200.242","192.168.10.162","UDP","446","3480  >  35920 Len=404"
"6558","41.036493","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6559","41.045219","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"6562","41.084049","104.44.200.242","192.168.10.162","UDP","1086","3480  >  35920 Len=1044"
"6563","41.084050","104.44.200.242","192.168.10.162","UDP","1085","3480  >  35920 Len=1043"
"6564","41.084051","104.44.200.242","192.168.10.162","UDP","393","3480  >  35920 Len=351"
"6565","41.084051","104.44.200.242","192.168.10.162","UDP","116","3480  >  35920 Len=74"
"6566","41.084052","104.44.200.242","192.168.10.162","UDP","393","3480  >  35920 Len=351"
"6567","41.084052","104.44.200.242","192.168.10.162","UDP","391","3480  >  35920 Len=349"
"6571","41.086608","104.44.200.242","192.168.10.162","UDP","1102","3480  >  35920 Len=1060"
"6572","41.086608","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"6573","41.086877","104.44.200.242","192.168.10.162","UDP","411","3480  >  35920 Len=369"
"6577","41.134495","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6578","41.142906","104.44.200.242","192.168.10.162","UDP","759","3480  >  35920 Len=717"
"6580","41.147241","104.44.200.242","192.168.10.162","UDP","759","3480  >  35920 Len=717"
"6581","41.147658","104.44.200.242","192.168.10.162","UDP","348","3480  >  35920 Len=306"
"6582","41.148879","104.44.200.242","192.168.10.162","UDP","348","3480  >  35920 Len=306"
"6583","41.150558","104.44.200.242","192.168.10.162","UDP","348","3480  >  35920 Len=306"
"6584","41.153746","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"6585","41.154096","104.44.200.242","192.168.10.162","UDP","347","3480  >  35920 Len=305"
"6586","41.159612","104.44.200.242","192.168.10.162","UDP","775","3480  >  35920 Len=733"
"6587","41.159613","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6588","41.159613","104.44.200.242","192.168.10.162","UDP","626","3480  >  35920 Len=584"
"6589","41.161458","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6593","41.214363","104.44.200.242","192.168.10.162","UDP","599","3480  >  35920 Len=557"
"6594","41.214365","104.44.200.242","192.168.10.162","UDP","369","3480  >  35920 Len=327"
"6595","41.214366","104.44.200.242","192.168.10.162","UDP","369","3480  >  35920 Len=327"
"6596","41.214366","104.44.200.242","192.168.10.162","UDP","369","3480  >  35920 Len=327"
"6597","41.219448","104.44.200.242","192.168.10.162","UDP","366","3480  >  35920 Len=324"
"6598","41.219449","104.44.200.242","192.168.10.162","UDP","615","3480  >  35920 Len=573"
"6599","41.219449","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"6600","41.219449","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6601","41.221347","104.44.200.242","192.168.10.162","UDP","619","3480  >  35920 Len=577"
"6602","41.223222","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6608","41.265259","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"6611","41.287408","104.44.200.242","192.168.10.162","UDP","764","3480  >  35920 Len=722"
"6612","41.287408","104.44.200.242","192.168.10.162","UDP","764","3480  >  35920 Len=722"
"6613","41.287408","104.44.200.242","192.168.10.162","UDP","350","3480  >  35920 Len=308"
"6614","41.287408","104.44.200.242","192.168.10.162","UDP","350","3480  >  35920 Len=308"
"6615","41.287409","104.44.200.242","192.168.10.162","UDP","350","3480  >  35920 Len=308"
"6616","41.290773","104.44.200.242","192.168.10.162","UDP","350","3480  >  35920 Len=308"
"6617","41.292198","104.44.200.242","192.168.10.162","UDP","346","3480  >  35920 Len=304"
"6618","41.294350","104.44.200.242","192.168.10.162","UDP","780","3480  >  35920 Len=738"
"6619","41.303470","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6620","41.303471","104.44.200.242","192.168.10.162","UDP","295","3480  >  35920 Len=253"
"6621","41.303471","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"6623","41.315534","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"6625","41.345301","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6627","41.358265","104.44.200.242","192.168.10.162","UDP","1153","3480  >  35920 Len=1111"
"6628","41.358266","104.44.200.242","192.168.10.162","UDP","484","3480  >  35920 Len=442"
"6629","41.363626","104.44.200.242","192.168.10.162","UDP","1169","3480  >  35920 Len=1127"
"6630","41.364720","104.44.200.242","192.168.10.162","UDP","389","3480  >  35920 Len=347"
"6632","41.365210","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"6633","41.365211","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6637","41.403504","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"6638","41.404530","104.44.200.242","192.168.10.162","UDP","829","3480  >  35920 Len=787"
"6639","41.406142","104.44.200.242","192.168.10.162","UDP","828","3480  >  35920 Len=786"
"6640","41.406143","104.44.200.242","192.168.10.162","UDP","338","3480  >  35920 Len=296"
"6642","41.408486","104.44.200.242","192.168.10.162","UDP","338","3480  >  35920 Len=296"
"6643","41.413337","104.44.200.242","192.168.10.162","UDP","337","3480  >  35920 Len=295"
"6644","41.424023","104.44.200.242","192.168.10.162","UDP","845","3480  >  35920 Len=803"
"6645","41.424029","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6646","41.424029","104.44.200.242","192.168.10.162","UDP","310","3480  >  35920 Len=268"
"6647","41.424030","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6652","41.478994","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6656","41.523520","104.44.200.242","192.168.10.162","UDP","1118","3480  >  35920 Len=1076"
"6658","41.525721","104.44.200.242","192.168.10.162","UDP","1117","3480  >  35920 Len=1075"
"6659","41.525721","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6661","41.526299","104.44.200.242","192.168.10.162","UDP","376","3480  >  35920 Len=334"
"6662","41.527251","104.44.200.242","192.168.10.162","UDP","376","3480  >  35920 Len=334"
"6663","41.527812","104.44.200.242","192.168.10.162","UDP","374","3480  >  35920 Len=332"
"6664","41.533665","104.44.200.242","192.168.10.162","UDP","1134","3480  >  35920 Len=1092"
"6665","41.538737","104.44.200.242","192.168.10.162","UDP","495","3480  >  35920 Len=453"
"6666","41.538739","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"6667","41.538739","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6668","41.538739","104.44.200.242","192.168.10.162","UDP","208","3480  >  35920 Len=166"
"6669","41.544186","104.44.200.242","192.168.10.162","UDP","1014","3480  >  35920 Len=972"
"6670","41.544186","104.44.200.242","192.168.10.162","UDP","1014","3480  >  35920 Len=972"
"6671","41.544188","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6674","41.548175","104.44.200.242","192.168.10.162","UDP","374","3480  >  35920 Len=332"
"6675","41.548848","104.44.200.242","192.168.10.162","UDP","374","3480  >  35920 Len=332"
"6676","41.548849","104.44.200.242","192.168.10.162","UDP","1030","3480  >  35920 Len=988"
"6677","41.548850","104.44.200.242","192.168.10.162","UDP","117","3480  >  35920 Len=75"
"6678","41.551771","104.44.200.242","192.168.10.162","UDP","568","3480  >  35920 Len=526"
"6683","41.613623","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6686","41.639797","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"6688","41.647904","104.44.200.242","192.168.10.162","UDP","1214","3480  >  35920 Len=1172"
"6689","41.647906","104.44.200.242","192.168.10.162","UDP","451","3480  >  35920 Len=409"
"6691","41.666290","104.44.200.242","192.168.10.162","UDP","1230","3480  >  35920 Len=1188"
"6693","41.673123","104.44.200.242","192.168.10.162","UDP","217","3480  >  35920 Len=175"
"6694","41.683298","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6695","41.683299","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"6696","41.683299","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6700","41.704303","104.44.200.242","192.168.10.162","UDP","857","3480  >  35920 Len=815"
"6701","41.705394","104.44.200.242","192.168.10.162","UDP","340","3480  >  35920 Len=298"
"6703","41.706397","104.44.200.242","192.168.10.162","UDP","340","3480  >  35920 Len=298"
"6705","41.715225","104.44.200.242","192.168.10.162","UDP","873","3480  >  35920 Len=831"
"6706","41.715446","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"6707","41.715446","104.44.200.242","192.168.10.162","UDP","316","3480  >  35920 Len=274"
"6708","41.715447","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"6709","41.717372","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"6710","41.724832","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6713","41.735820","104.44.200.242","192.168.10.162","UDP","766","3480  >  35920 Len=724"
"6714","41.740847","104.44.200.242","192.168.10.162","UDP","765","3480  >  35920 Len=723"
"6716","41.750107","104.44.200.242","192.168.10.162","UDP","370","3480  >  35920 Len=328"
"6719","41.769234","104.44.200.242","192.168.10.162","UDP","370","3480  >  35920 Len=328"
"6720","41.773061","104.44.200.242","192.168.10.162","UDP","369","3480  >  35920 Len=327"
"6722","41.784572","104.44.200.242","192.168.10.162","UDP","782","3480  >  35920 Len=740"
"6723","41.784575","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6725","41.789776","104.44.200.242","192.168.10.162","UDP","677","3480  >  35920 Len=635"
"6726","41.789776","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6727","41.790429","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6730","41.806922","104.44.200.242","192.168.10.162","UDP","737","3480  >  35920 Len=695"
"6731","41.816011","104.44.200.242","192.168.10.162","UDP","737","3480  >  35920 Len=695"
"6732","41.817653","104.44.200.242","192.168.10.162","UDP","350","3480  >  35920 Len=308"
"6733","41.822985","104.44.200.242","192.168.10.162","UDP","350","3480  >  35920 Len=308"
"6734","41.822986","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6736","41.827200","104.44.200.242","192.168.10.162","UDP","350","3480  >  35920 Len=308"
"6737","41.827201","104.44.200.242","192.168.10.162","UDP","350","3480  >  35920 Len=308"
"6738","41.833441","104.44.200.242","192.168.10.162","UDP","346","3480  >  35920 Len=304"
"6739","41.833441","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6740","41.835426","104.44.200.242","192.168.10.162","UDP","753","3480  >  35920 Len=711"
"6741","41.839424","104.44.200.242","192.168.10.162","UDP","866","3480  >  35920 Len=824"
"6743","41.851192","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6745","41.876456","104.44.200.242","192.168.10.162","UDP","266","3480  >  35920 Len=224"
"6746","41.877272","104.44.200.242","192.168.10.162","UDP","372","3480  >  35920 Len=330"
"6749","41.886416","104.44.200.242","192.168.10.162","UDP","372","3480  >  35920 Len=330"
"6750","41.887636","104.44.200.242","192.168.10.162","UDP","388","3480  >  35920 Len=346"
"6751","41.887636","104.44.200.242","192.168.10.162","UDP","176","3480  >  35920 Len=134"
"6752","41.887873","104.44.200.242","192.168.10.162","UDP","103","3480  >  35920 Len=61"
"6753","41.888000","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"6757","41.925183","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"6759","41.931282","104.44.200.242","192.168.10.162","UDP","406","3480  >  35920 Len=364"
"6760","41.933812","104.44.200.242","192.168.10.162","UDP","287","3480  >  35920 Len=245"
"6761","41.935058","104.44.200.242","192.168.10.162","UDP","422","3480  >  35920 Len=380"
"6762","41.935977","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6763","41.935977","104.44.200.242","192.168.10.162","UDP","140","3480  >  35920 Len=98"
"6766","41.968793","104.44.200.242","192.168.10.162","UDP","202","3480  >  35920 Len=160"
"6767","41.978793","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"6768","41.983489","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6770","41.995007","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6772","42.010597","104.44.200.242","192.168.10.162","UDP","584","3480  >  35920 Len=542"
"6773","42.013816","104.44.200.242","192.168.10.162","UDP","360","3480  >  35920 Len=318"
"6775","42.025358","104.44.200.242","192.168.10.162","UDP","600","3480  >  35920 Len=558"
"6776","42.025359","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6777","42.025359","104.44.200.242","192.168.10.162","UDP","240","3480  >  35920 Len=198"
"6778","42.025360","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6783","42.066041","104.44.200.242","192.168.10.162","UDP","116","3480  >  35920 Len=74"
"6785","42.085040","104.44.200.242","192.168.10.162","UDP","1207","3480  >  35920 Len=1165"
"6786","42.085719","104.44.200.242","192.168.10.162","UDP","323","3480  >  35920 Len=281"
"6790","42.098247","104.44.200.242","192.168.10.162","UDP","1223","3480  >  35920 Len=1181"
"6791","42.098249","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"6792","42.098249","104.44.200.242","192.168.10.162","UDP","122","3480  >  35920 Len=80"
"6793","42.098250","104.44.200.242","192.168.10.162","UDP","102","3480  >  35920 Len=60"
"6794","42.101280","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6798","42.147630","104.44.200.242","192.168.10.162","UDP","782","3480  >  35920 Len=740"
"6799","42.149020","104.44.200.242","192.168.10.162","UDP","408","3480  >  35920 Len=366"
"6802","42.158827","104.44.200.242","192.168.10.162","UDP","798","3480  >  35920 Len=756"
"6803","42.158828","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6804","42.158828","104.44.200.242","192.168.10.162","UDP","220","3480  >  35920 Len=178"
"6805","42.158828","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6806","42.165546","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"6810","42.203463","104.44.200.242","192.168.10.162","UDP","104","3480  >  35920 Len=62"
"6812","42.215220","104.44.200.242","192.168.10.162","UDP","810","3480  >  35920 Len=768"
"6813","42.226309","104.44.200.242","192.168.10.162","UDP","361","3480  >  35920 Len=319"
"6820","42.286268","104.44.200.242","192.168.10.162","UDP","361","3480  >  35920 Len=319"
"6827","42.346825","104.44.200.242","192.168.10.162","UDP","826","3480  >  35920 Len=784"
"6828","42.348403","104.44.200.242","192.168.10.162","UDP","349","3480  >  35920 Len=307"
"6829","42.348404","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6830","42.349858","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"6831","42.349859","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"6832","42.354130","104.44.200.242","192.168.10.162","UDP","725","3480  >  35920 Len=683"
"6833","42.357300","104.44.200.242","192.168.10.162","UDP","724","3480  >  35920 Len=682"
"6834","42.363269","104.44.200.242","192.168.10.162","UDP","339","3480  >  35920 Len=297"
"6835","42.363269","104.44.200.242","192.168.10.162","UDP","339","3480  >  35920 Len=297"
"6836","42.363270","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"6837","42.363270","104.44.200.242","192.168.10.162","UDP","339","3480  >  35920 Len=297"
"6838","42.363780","104.44.200.242","192.168.10.162","UDP","336","3480  >  35920 Len=294"
"6841","42.375066","104.44.200.242","192.168.10.162","UDP","741","3480  >  35920 Len=699"
"6842","42.376980","104.44.200.242","192.168.10.162","UDP","477","3480  >  35920 Len=435"
"6843","42.376980","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"6844","42.376980","104.44.200.242","192.168.10.162","UDP","103","3480  >  35920 Len=61"
"6845","42.378164","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"6846","42.378165","104.44.200.242","192.168.10.162","UDP","797","3480  >  35920 Len=755"
"6848","42.390545","104.44.200.242","192.168.10.162","UDP","797","3480  >  35920 Len=755"
"6849","42.390545","104.44.200.242","192.168.10.162","UDP","393","3480  >  35920 Len=351"
"6850","42.390547","104.44.200.242","192.168.10.162","STUN","146","Binding Request user: cTe7:D2bo"
"6851","42.390547","104.44.200.242","192.168.10.162","UDP","393","3480  >  35920 Len=351"
"6852","42.390547","104.44.200.242","192.168.10.162","UDP","392","3480  >  35920 Len=350"
"6853","42.390647","104.44.200.242","192.168.10.162","UDP","105","3480  >  35920 Len=63"
"6856","42.414365","104.44.200.242","192.168.10.162","UDP","813","3480  >  35920 Len=771"
"6857","42.414366","104.44.200.242","192.168.10.162","UDP","104","3480  >  35920 Len=62"
